Peak Performance
1.788431
Index,Sum
1151,-36485.347656
1152,-20708.195312
1153,-41864.789062
1154,-34194.929688
1155,-36322.070312
1156,-42383.972656
1157,-43203.363281
1158,-44771.714844
1159,-49077.136719
1160,-47193.054688
1161,-49912.785156
1162,-50846.992188
1163,-54204.574219
1164,-52020.699219
1165,-66046.562500
1166,-54441.863281
1167,-47603.332031
1168,-63549.042969
1169,-47734.113281
1170,-45875.445312
1171,-51236.007812
1172,-55765.156250
1173,-58761.265625
1174,-63256.765625
1175,-61827.175781
1176,-53367.394531
1177,-76402.335938
1178,-60353.238281
1179,-65032.968750
1180,-62666.605469
1181,-72002.609375
1182,-59540.613281
1183,-70636.921875
1184,-76713.000000
1185,-69555.593750
1186,-64901.398438
1187,-69070.843750
1188,-55765.234375
1189,-79674.265625
1190,-72265.601562
1191,-63206.960938
1192,-60737.925781
1193,-68348.195312
1194,-65827.984375
1195,-70370.617188
1196,-66699.796875
1197,-61294.488281
1198,-61215.054688
1199,-63959.441406
1200,-59537.242188
1201,-56290.316406
1202,-62720.246094
1203,-70318.023438
1204,-61360.699219
1205,-56305.609375
1206,-58846.695312
1207,-69264.664062
1208,-44372.703125
1209,-52026.640625
1210,-50830.121094
1211,-48719.210938
1212,-48358.351562
1213,-43489.089844
1214,-37353.179688
1215,-43698.796875
1216,-56539.265625
1217,-44623.781250
1218,-40750.726562
1219,-42960.253906
1220,-30207.511719
1221,-32933.792969
1222,-35003.339844
1223,-36960.386719
1224,-22897.199219
1225,-31899.781250
1226,-30213.105469
1227,-25953.308594
1228,-32652.734375
1229,-14783.998047
1230,-34643.453125
1231,-20941.435547
1232,-18647.410156
1233,-16904.466797
1234,-11331.817383
1235,-14132.681641
1236,-7606.476074
1237,-4865.604980
1238,1042.048706
1239,-5835.933594
1240,-5295.529785
1241,-4838.599609
1242,-6261.980957
1243,86.840820
1244,5069.599121
1245,5853.141602
1246,518.203125
1247,23055.503906
1248,6872.519531
1249,10570.940430
1250,12167.600586
1251,-253.488220
1252,14575.712891
1253,27820.158203
1254,17162.347656
1255,25333.054688
1256,30395.203125
1257,33524.125000
1258,43450.171875
1259,31219.615234
1260,41103.175781
1261,47890.859375
1262,38772.351562
1263,43586.687500
1264,50539.019531
1265,41218.890625
1266,34345.714844
1267,43357.968750
1268,52379.617188
1269,44142.226562
1270,61659.832031
1271,34824.257812
1272,50802.386719
1273,60560.089844
1274,57953.921875
1275,53761.601562
1276,51657.714844
1277,59268.738281
1278,63461.742188
1279,57496.347656
1280,61928.890625
1281,56596.781250
1282,53916.195312
1283,61120.101562
1284,58310.812500
1285,60960.460938
1286,66691.703125
1287,60910.027344
1288,68892.375000
1289,66953.101562
1290,67297.414062
1291,63378.187500
1292,56575.453125
1293,60342.003906
1294,57421.132812
1295,69147.203125
1296,66942.171875
1297,69102.687500
1298,66812.570312
1299,73063.578125
1300,71347.414062
1301,61596.343750
1302,65657.468750
1303,57499.812500
1304,55394.203125
1305,64381.593750
1306,61715.511719
1307,63318.078125
1308,60945.894531
1309,52741.308594
1310,51286.878906
1311,59889.675781
1312,55957.859375
1313,57618.398438
1314,48239.390625
1315,57901.523438
1316,57633.968750
1317,47507.015625
1318,56233.042969
1319,39979.710938
1320,58107.628906
1321,43272.226562
1322,57179.714844
1323,38869.789062
1324,48036.789062
1325,43201.359375
1326,27953.128906
1327,46066.144531
1328,36455.875000
1329,32696.062500
1330,38613.367188
1331,31002.585938
1332,29532.710938
1333,34156.437500
1334,35804.867188
1335,25224.937500
1336,29210.021484
1337,24111.804688
1338,24827.722656
1339,10489.638672
1340,24291.533203
1341,14001.133789
1342,13921.871094
1343,11718.027344
1344,17428.843750
1345,322.939209
1346,1254.400391
1347,9486.501953
1348,7240.941406
1349,10861.587891
1350,-10807.400391
1351,5936.156738
1352,-5587.177734
1353,-4806.101562
1354,-12954.058594
1355,-11656.490234
1356,-12068.263672
1357,-18015.148438
1358,-12643.523438
1359,-21786.888672
1360,-27984.085938
1361,-11737.152344
1362,-22337.373047
1363,-34806.937500
1364,-15544.005859
1365,-40851.914062
1366,-33629.152344
1367,-31482.041016
1368,-33608.757812
1369,-27372.060547
1370,-42762.683594
1371,-45237.332031
1372,-37136.558594
1373,-49026.863281
1374,-36524.957031
1375,-47437.078125
1376,-52138.699219
1377,-58837.019531
1378,-41851.585938
1379,-46538.851562
1380,-63305.257812
1381,-42495.554688
1382,-48951.472656
1383,-58250.367188
1384,-62713.648438
1385,-64640.035156
1386,-71766.375000
1387,-69732.890625
1388,-55594.730469
1389,-66768.390625
1390,-58462.398438
1391,-69577.742188
1392,-64821.496094
1393,-57350.867188
1394,-67991.710938
1395,-56499.281250
1396,-59942.371094
1397,-54295.769531
1398,-70908.375000
1399,-62184.750000
1400,-62299.015625
1401,-68231.156250
1402,-66686.585938
1403,-75387.132812
1404,-70431.093750
1405,-69258.687500
1406,-61746.957031
1407,-81972.359375
1408,-69956.460938
1409,-70288.015625
1410,-66719.914062
1411,-61085.992188
1412,-63002.289062
1413,-68933.117188
1414,-68608.625000
1415,-69833.812500
1416,-54420.070312
1417,-59341.515625
1418,-53618.535156
1419,-58660.691406
1420,-57392.746094
1421,-59771.921875
1422,-50858.679688
1423,-62820.859375
1424,-43430.117188
1425,-55808.246094
1426,-57724.562500
1427,-58324.226562
1428,-53905.078125
1429,-36798.714844
1430,-47124.835938
1431,-56444.492188
1432,-45032.628906
1433,-40373.257812
1434,-42952.582031
1435,-44673.453125
1436,-42626.628906
1437,-41055.781250
1438,-44211.585938
1439,-23836.199219
1440,-28632.177734
1441,-26718.968750
1442,-25247.937500
1443,-32744.953125
1444,-15737.455078
1445,-27132.664062
1446,-30243.468750
1447,-11463.722656
1448,-15630.025391
1449,-12737.757812
1450,-10110.100586
1451,-12241.649414
1452,-7458.206055
1453,-6009.163574
1454,-5801.629883
1455,-1406.335327
1456,4227.840820
1457,5341.876953
1458,7420.714355
1459,5288.493652
1460,23190.886719
1461,13641.567383
1462,9895.601562
1463,9104.258789
1464,19714.132812
1465,10138.390625
1466,16573.791016
1467,14094.780273
1468,17150.271484
1469,24491.419922
1470,27232.179688
1471,30357.458984
1472,17411.966797
1473,34082.160156
1474,29640.468750
1475,26762.800781
1476,40746.585938
1477,40794.214844
1478,43747.035156
1479,47276.285156
1480,39591.429688
1481,48098.894531
1482,47583.652344
1483,51525.609375
1484,49142.589844
1485,46354.046875
1486,36193.902344
1487,58953.804688
1488,62060.515625
1489,51265.093750
1490,57064.046875
1491,56731.210938
1492,38179.121094
1493,61945.695312
1494,54638.484375
1495,66504.234375
1496,71932.500000
1497,60550.109375
1498,51685.917969
1499,58845.726562
1500,62084.324219
1501,75130.031250
1502,66776.140625
1503,67250.781250
1504,71943.914062
1505,72818.476562
1506,67390.187500
1507,62261.093750
1508,55806.816406
1509,68724.492188
1510,67042.039062
1511,63712.500000
1512,61893.941406
1513,69360.312500
1514,74287.437500
1515,59620.082031
1516,64226.546875
1517,49021.898438
1518,65058.812500
1519,58361.339844
1520,57020.421875
1521,68787.781250
1522,45066.429688
1523,62693.597656
1524,61479.816406
1525,61939.906250
1526,49246.429688
1527,62894.015625
1528,59348.140625
1529,52957.125000
1530,63443.445312
1531,51456.101562
1532,64315.062500
1533,41483.847656
1534,60442.503906
1535,49087.148438
1536,33673.718750
1537,49015.843750
1538,39067.921875
1539,51407.460938
1540,37855.050781
1541,31920.205078
1542,38059.132812
1543,32872.894531
1544,29199.662109
1545,42125.882812
1546,29437.390625
1547,34442.089844
1548,23743.109375
1549,28319.302734
1550,26762.316406
1551,18203.457031
1552,23460.046875
1553,25199.097656
1554,26315.937500
1555,28045.558594
1556,10874.489258
1557,-7206.818359
1558,17879.296875
1559,11183.618164
1560,5491.512207
1561,12147.124023
1562,9033.810547
1563,7695.602539
1564,5495.705566
1565,-1485.922852
1566,-5301.756836
1567,-5765.500000
1568,-7287.351562
1569,-8580.511719
1570,-12039.197266
1571,-4879.137695
1572,-7543.610352
1573,-23602.015625
1574,-19057.652344
1575,-20016.664062
1576,-19602.208984
1577,-34883.585938
